GAME_NAME,PLATFORM,PUBLISHER
Jewel Master: Cradle Of Rome 2,DS,Rising Star Games
Daikaijuu Battle: Ultra Coliseum,Wii,Namco Bandai Games
Oil Rush,PC,Iceberg Interactive
Cartoon Network Battle Crashers,XOne,FuRyu Corporation
Saki: Achiga-Hen Portable,PSP,Alchemist
Polar Bowler,DS,Mumbo Jumbo
Minna de Dokusho: Keatai Shousetsu Desu,PSP,Dorart
Prehistorik Man,GBA,THQ
Winter Sports 2011,X360,DTP Entertainment
The Lord of the Rings Online: Mines of Moria,PC,Codemasters Online
F1 2002,GBA,"Destination Software, Inc"
Chicago Enforcer,X,Kemco
Chevrolet Camaro: Wild Ride,DS,Storm City Games
Stormrise,PC,Sega
Jinguuji Saburou DS: Akai Chou,DS,Arc System Works
Dance Dance Revolution Extra Mix,PS,Konami Digital Entertainment
UnchainBlades EXXiV,PSP,FuRyu
Puyo Puyo Chronicle,3DS,Sega
Meitantei Conan: Kieta Hakase to Machigai Sagashi no Tou,DS,Namco Bandai Games
Ferrari Challenge Trofeo Pirelli Deluxe,Wii,System 3 Arcade Software
Rat Attack!,N64,Mindscape
Agatha Christie: The ABC Murders,PC,Microids
Kawaii Koinu DS 3,DS,MTO
Super Bowling,N64,Athena
Painkiller,PC,DreamCatcher Interactive
Quantum Break,PC,Microsoft Game Studios
Hoppie,DS,Jack of All Games
Chuugen no Hasha: Sangoku Shouseiden,PSP,Namco Bandai Games
MuvLuv Double Pack,PSV,5p
Largo Winch .// Commando Sar,PS,Ubisoft
Joker no Kuni no Alice: Wonderful Wonder World,PSP,Quinrose
Cross Treasures,DS,Square Enix
Ruff Trigger: The Vanocore Conspiracy,PS2,Natsume
Princess Isabella: A Witchs Curse,Wii,Destineer
War Leaders: Clash of Nations,PC,CDV Software Entertainment
Caspers Scare School: Spooky Sports Day,Wii,Blast! Entertainment Ltd
Timmy Time,DS,Avanquest
Silent Bomber,PS,Virgin Interactive
PDC World Championship Darts: Pro Tour,X360,O-Games
Nervous Brickdown,DS,Eidos Interactive
Samurai & Dragons,PSV,Sega
Elminage Original: Majo to Megami to Kamigami no Yubiwa,PSP,Starfish
TalkMan,PSP,Sony Computer Entertainment
Niko Puchi Girls Runway,3DS,Happinet
XGRA: Extreme G Racing Association,X,Acclaim Entertainment
Uta no * Prince-Sama,PSP,Broccoli
CV Casting Voice,PS3,Namco Bandai Games
Otoko Yukaku,PSV,D3Publisher
Elminage Gothic: Ulm Zakir to Yami no Gishiki,PSP,Starfish
Planetarium Creator Ohira Takayuki Kanshuu: HomeStar Portable - 21st Century Star Navigator,PSP,Sega
Gakuen K: Wonderful School Days,PSP,Idea Factory
Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!,3DS,Namco Bandai Games
Mushishi: Amefuru Sato,DS,Marvelous Interactive
Airport Simulator,PC,Unknown
Arcana Famiglia: Vascello Phantasma no Majutsushi,PSP,Comfort
The Legend of Heroes: Trails in the Sky Second Chapter,PS3,Falcom Corporation
Motocross Mania 3,X,Take-Two Interactive
Winning Post 7: Maximum 2007,PS2,Tecmo Koei
ESPN MLS ExtraTime 2002,GC,Konami Digital Entertainment
Strike Witches: Anata to Dekiru Koto - A Little Peaceful Days,PS2,Russel
Vitamin R,PSP,D3Publisher
Fist of the North Star: Kens Rage 2,WiiU,Tecmo Koei
Hellgate: London,PC,Electronic Arts
Storm Lover 2nd V,PSV,D3Publisher
Tenkai Knights: Brave Battle,3DS,Namco Bandai Games
Dragon Ball Z: Buus Fury / Dragon Ball GT: Transformation,GBA,Atari
Guitar Freaks V2 & DrumMania V2,PS2,Konami Digital Entertainment
Puzzle City,DS,Destineer
Backyard Baseball 09,PS2,Atari
Dance! Its Your Stage,PS3,DTP Entertainment
TOCA Race Driver 3,PC,Codemasters
The Sims 2: Happy Holiday Stuff,PC,Electronic Arts
Broken Sword 5: The Serpents Curse,XOne,Revolution Software
Cartoon Network Battle Crashers,PS4,FuRyu Corporation
Pastel Chime Continue,PSP,5p
Zwei!!,PSP,Falcom Corporation
Super Dungeon Bros,PS4,Nordic Games
Ro-Kyu-Bu! Lost Secret,PSP,Kadokawa Shoten
Pump It Up: Exceed,X,Mastiff
Malice,PS2,Evolved Games
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.8,PS3,Namco Bandai Games
Littlest Pet Shop,PC,Electronic Arts
Defendin De Penguin,DS,Zushi Games
Sega Ages 2500 Series Vol. 32: Phantasy Star Complete Collection,PS2,Sega
Kokoro Connect: Yochi Random,PSP,Namco Bandai Games
Just Sing,PS4,Ubisoft
X-Plane 10 Global,PC,Aerosoft
Warship Gunner 2 Portable,PSP,Tecmo Koei
Downtown Nekketsu Jidaigek,3DS,Arc System Works
B-17: Fortress in the Sky,DS,DSI Games
Battle Princess of Arcadias,PS3,Nippon Ichi Software
Spanish for Everyone!,DS,Activision
Runaway: A Twist of Fate,DS,Focus Home Interactive
Rugby Union Team Manager 2017,PC,Alternative Software
Chuck E. Cheeses Super Collection,Wii,UFO Interactive
Uchuu Keiji Tamashii: The Space Sheriff Spirits,PS2,Namco Bandai Games
4 Play Collection - Dark Mysteries,PC,Avanquest Software
Mount & Blade Collection,PC,Paradox Interactive
Car Battler Joe,GBA,Victor Interactive
Ridge Racer Unbounded,PC,Namco Bandai Games
Crime Scene,DS,Nobilis
StormLover Karen!!,PSP,D3Publisher
Digimon Rumble Arena 2,X,Atari
Steins;Gate: Hiyoku Renri no Darling,PS3,5p
Ten Pin Alley 2,Wii,XS Games
Garfield Gets Real,DS,Zushi Games
Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special,PS3,Arc System Works
Coded Soul: Uke Keigareshi Idea,PSP,Sony Computer Entertainment
Lovely x Cation 1 & 2,PSV,5p
AIR,PSP,Prototype
Hana to Otome ni Shukufuku o: Harekaze no Okurimono,PS2,Alchemist
Azure Striker Gunvolt: Striker Pack,3DS,Inti Creates
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.5,PS3,Namco Bandai Games
Virtua Pro Football,PS2,Sega
Date-A-Live Twin Edition: Rio Reincarnation,PSV,Compile Heart
Natsuiro High School: Seishun Hakusho,PS4,D3Publisher
Adidas Power Soccer 98,PS,Psygnosis
Yu-Gi-Oh! 5Ds Wheelie Breakers (JP sales),Wii,Konami Digital Entertainment
Heroes VS,PSP,Namco Bandai Games
God Eater Off Shot:Shiou-hen Twin Pack & Animation Vol.5,PS4,Namco Bandai Games
Mini Ninjas,PC,Eidos Interactive
Super Fruit Fall,Wii,System 3 Arcade Software
Sotsugyou II: Neo Generation Special,3DO,Imageworks
Kazoku Keikaku,PSP,CyberFront
Jelly Belly: Ballistic Beans,Wii,Zoo Digital Publishing
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PC,Activision
Army Rescue,Wii,UFO Interactive
Tom Clancys Splinter Cell Classic Trilogy HD,PS3,Ubisoft
Dark Tales: Edgar Allan Poes The Premature Burial,PC,Focus Multimedia
UFO: Trilogy,PC,Unknown
Mount & Blade: Warband,PC,Paradox Interactive
Aoishiro,PS2,Success
Virtual Kasparov,GBA,Titus
Worldwide Soccer Manager 2007,PC,Sega
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,X,Global Star
Prince of Stride,PSV,Kadokawa Games
PC Engine Best Collection: Tengai Makyou Collection,PSP,Hudson Soft
Speed Kings,GC,Acclaim Entertainment
Wand of Fortune R,PSV,Idea Factory
ESPN MLS ExtraTime 2002,X,Konami Digital Entertainment
Crysis: Warhead,PC,Electronic Arts
The Sims 2: Family Fun Stuff,PC,Electronic Arts
Zettai Meikyuu Grimm: Nanatsu no Kagi to Rakuen no Otome,PSP,Karin Entertainment
Kamen Rider: Battride War II,WiiU,Namco Bandai Games
Dreamer Series: Horse Trainer,DS,DreamCatcher Interactive
Hogs of War,PS,Infogrames
Still Life 2,PC,Rondomedia
Katekyoo Hitman Reborn! Dream Hyper Battle!,PS2,Marvelous Interactive
Muchi Muchi Pork & Pink Sweets,X360,Cave
The Crew: Wild Run,XOne,Ubisoft
Vietcong,PC,Gathering of Developers
Trapped Dead,PC,Iceberg Interactive
Meiji Toukyou Renka,PSP,Broccoli
Point Blank 3,PS,Namco Bandai Games
Mushihimesama,X360,Cave
Higurashi no Naku Koro ni: Jan,PSP,AQ Interactive
Soukoku no Kusabi: Hiiro no Kakera 3 - Ashita e no Tobira,PSP,Idea Factory
Triggerheart Excelica Enhanced,PS2,Alchemist
Elvandia Story,PS2,Spike
Kings Quest: The Complete Collection,X360,Activision
Battle Spirits: Kiseki no Hasha,PSP,Namco Bandai Games
Puzzle Star Sweep,PS,Midas Interactive Entertainment
Maximum Racing: Crash Car Racer,Wii,Nordic Games
Pillars of Eternity,PC,Paradox Interactive
The Conveni 4,PS2,Hamster Corporation
Charlies Angels,GC,Ubisoft
The Cheetah Girls,GBA,Disney Interactive Studios
The Testament of Sherlock Holmes,X360,Focus Home Interactive
uDraw Studio: Instant Artist,X360,THQ
Starship Troopers,PC,Empire Interactive
Chou Ezaru wa Akai Hana: Koi wa Tsuki ni Shirube Kareru,PSV,dramatic create
Seitokai no Ichizon: DS-suru Seitokai,DS,Kadokawa Shoten
7 Roses: A Darkness Rises,PC,Avanquest Software
Teenage Mutant Ninja Turtles Double Pack,GBA,Konami Digital Entertainment
Prism Ark: Awake,PS2,5p
Disney Infinity,PSV,Disney Interactive Studios
Winter Blast: 9 Snow & Ice Games,Wii,Destineer
Rozen Maiden: Duellwalzer,PS2,Taito
Rugby 06,X,Electronic Arts
Natsuiro High School: Seishun Hakusho,PS3,D3Publisher
Marvel Avengers: Battle for Earth,X360,Ubisoft
Shrek / Shark Tale Game Boy Advance Video,GBA,Hasbro Interactive
Urban Chaos: Riot Response,X,Eidos Interactive
Ginga Fukei Densetsu: Sapphire,TG16,Hudson Soft
This War of Mine,PS4,Deep Silver
Katekyoo Hitman Reborn!! Lets Ansatsu!? Nerawareta 10 Daime!,PS2,Marvelous Interactive
The Mummy,GBA,Ubisoft
Guitar Freaks V3 & DrumMania V3,PS2,Konami Digital Entertainment
The Crew: Wild Run,PC,Ubisoft
Chrysler Classic Racing,DS,Zoo Games
The Crow: City of Angels,PS,Acclaim Entertainment
Military History: Commander - Europe at War,PSP,Slitherine Software
Heroes of the Pacific,PC,Codemasters
Snow Portable,PSP,Prototype
Poyo Poyo Kansatsu Nikki,3DS,IE Institute
Bakumatsu Rock: Ultra Soul,PSV,Marvelous Interactive
Jinsei Game DS,DS,Atlus
Guitar Freaks & DrumMania: Masterpiece Gold,PS2,Konami Digital Entertainment
Broken Sword: The Sleeping Dragon,X,THQ
Darksiders,PS3,THQ
Reversal Challenge,DS,Tommo
Tycoon City: New York,PC,Atari
Miyako,PSP,Idea Factory
Motto NUGA-CEL!,PSP,Idea Factory
Chili Con Carnage,PSP,Eidos Interactive
NHL 09,PC,Electronic Arts
Yu-Gi-Oh! GX: The Beginning of Destiny (JP sales),PS2,Konami Digital Entertainment
Super Dodge Ball,NG,Technos Japan Corporation
11eyes: CrossOver,PSP,5p
God Eater Off Shot: Soma Shikkuzaru-hen Twin Pack & Animation Vol.4,PS4,Namco Bandai Games
Gon: BakuBakuBakuBaku Adventure,3DS,Namco Bandai Games
Style Book: Junior City,DS,Namco Bandai Games
Atlantic Quest,PC,Avanquest
Earth Seeker,Wii,Kadokawa Shoten
"Warhammer 40,000: Dawn of War: Soulstorm",PC,THQ
Thomas & Friends: Hero of the Rails,Wii,Unknown
Grisaia no Rakuen: Le Eden de la Grisaia,PSV,Prototype
Abunai: Koi no Sousa Shitsu,PSV,Asgard
PopCap Hits!,X360,PopCap Games
Barbie as the Princess and the Pauper,GBA,Vivendi Games
Tantei Opera: Milky Holmes,PSP,Unknown
New Atelier Rorona: Hajimari no Monogatari,3DS,Tecmo Koei
Entaku no Seito: The Eternal Legend,PSP,Kadokawa Games
Rainbow Islands Revolution,DS,Rising Star Games
WorldShift,PC,Playlogic Game Factory
My Hero: Doctor,DS,Majesco Entertainment
Dynasty Warriors: Eiketsuden,PSV,Tecmo Koei
Sega Ages 2500 Series Vol. 29: Monster World Complete Collection,PS2,Sega
Monster High: New Ghoul in School,Wii,Little Orbit
Cabelas Alaskan Adventure,PS2,Activision
Metal Fight Beyblade Portable: Chouzetsu Tensei Vulcan Horses,PSP,Takara Tomy
Elf Bowling 1 & 2,DS,Ignition Entertainment
Agatha Christies The ABC Murders,XOne,Microids
Germanys Next Topmodel 2011,Wii,7G//AMES
Arabians Lost: The Engagement on Desert,PS2,Prototype
Heavy Fire: Afghanistan,PC,Mastiff
Legendary,PC,Atari
Densha de Go! Tokubetsu-hen: Fukkatsu Shouwa no Yamatesen,DS,Square Enix
Summon Night Granthese: Horobi no Ken to Yakusoku no Kishi,PS2,Namco Bandai Games
Gakken DS: Shin TOEIC Test Kanzen Kouryaku,DS,Gakken
SD Gundam Sangokuden Brave Battle Warriors: Shin Mirisha Taisen,DS,Namco Bandai Games
Puzzle Guzzle,PSP,DHM Interactive
Starry ? Sky: After Summer,PSP,Asgard
ESPN NFL Primetime 2002,X,Konami Digital Entertainment
Gallop Racer Inbreed,PS2,Tecmo Koei
Crows: Burning Edge,PS4,Namco Bandai Games
Red Ninja: End of Honor,X,Vivendi Games
Ketsui: Kizuna Jigoku Tachi Extra,X360,5p
Frisbee Disc Freestyle / Frisbee Disc Golf,DS,DSI Games
Suzumiya Haruhi-Chan no Mahjong,PSP,Kadokawa Shoten
The King of Fighters Collection: The Orochi Saga (JP sales),PS2,Ignition Entertainment
Tsuki no Hikari: Shizumeru Kane no Satsujin,PS2,Victor Interactive
Commandos 3: Destination Berlin,PC,Eidos Interactive
Lumo,PSV,Rising Star Games
James Bond 007: Blood Stone,PC,Activision
Puzzle Quest: Challenge of the Warlords,PSP,D3Publisher
Writing and Speaking Beautiful Japanese DS,DS,Unknown
Sega Ages 2500 Series Vol. 26: Dynamite Deka,PS2,Sega
Kong: The Animated Series,GBA,BAM! Entertainment
Koisuru Otome to Shugo no Tate Portable,PSP,Alchemist
Caspers Scare School: Spooky Sports Day,DS,Blast! Entertainment Ltd
PachiPara 3D: Ooumi Monogatari 2 - Pachi Pro Fuuunroku Hana,3DS,Irem Software Engineering
Garfields Nightmare,DS,Game Factory
Bakumatsu Renka: Karyuu Kenshi-den,PS2,D3Publisher
Nodame Cantabile: Tanoshii Ongaku no Jikan Desu,DS,Namco Bandai Games
"Shounen Onmyouji: Tsubasa Yoima, Ten e Kaere",PS2,Kadokawa Shoten
Iridium Runners,PS2,SouthPeak Games
Princess Frontier Portable,PSP,Alchemist
Tiny Toon Adventures: Wacky Stackers,GBA,Conspiracy Entertainment
Rock Blast,Wii,UFO Interactive
Touch Detective (JP sales),DS,505 Games
Emergency Mayhem,Wii,Codemasters
Mary Kings Riding School,DS,Ghostlight
Uru: Ages Beyond Myst,PC,Ubisoft
Rising Zan: The Samurai Gunman,PS,Agetec
River City Ransom SP,3DS,Arc System Works
Mai-Otome Hime: Otome Butou Shi,PS2,Sunrise Interactive
Robopon 2: Cross Version,GBA,Hudson Entertainment
Ultimate Puzzle Games,GBA,Telegames
TMNT: Mutant Melee,X,Konami Digital Entertainment
Ben 10 Omniverse 2,3DS,Namco Bandai Games
Revolution: 25th Anniversary Collection,PC,Koch Media
Mystery Tales 2: The Spirit Mask,DS,Unknown
Kimikare: New Semester,PSP,Idea Factory
Katekyoo Hitman Reborn! Kindan no Yami no Delta,PS2,Marvelous Interactive
Back to the Future: The Game,XOne,Telltale Games
Haneru no Tobira Wii: Girigirissu,Wii,Namco Bandai Games
RoboCop,X,Titus
Titanic Mystery,Wii,O-Games
Elminage II: Sousei no Megami to Unmei no Daichi,PSP,Starfish
Aqua Panic!,DS,Neko Entertainment
Blood Bowl: Legendary Edition,PC,Focus Home Interactive
Worms,X360,Microsoft Game Studios
Blazing Souls,PS2,Idea Factory
Prison Architect,XOne,Introversion Software
Invizimals: The Lost Kingdom,PS3,Sony Computer Entertainment
Seinaru Kana: Orichalcum no Na no Motoni,PSP,CyberFront
NHL 2K3,GC,Sega
The Hustle: Detroit Streets,X,Activision
Tail of the Sun,PS,ArtDink
Space Channel 5: Ulalas Cosmic Attack,GBA,Atari
Barnyard Blast: Swine of the Night,DS,Big Ben Interactive
Disney Sports Basketball,GBA,Konami Digital Entertainment
Virtua Quest,PS2,Sega
Balls of Fury,DS,Zoo Digital Publishing
Ozzy & Drix,GBA,Midway Games
Worms: WMD,XOne,Sold Out
Yamasa Digi World SP: Moeyo! Kung Fu Shukujo,PS2,Yamasa Entertainment
Nobunaga no Yabou: Soutensoku with Power-Up Kit,PSP,Tecmo Koei
Shitsuji ga Aruji o Erabu Toki,PSV,Unknown
Disney Sports Football,GC,Konami Digital Entertainment
Castle Shikigami 2,PS2,Play It
Rabbids Invasion: The Interactive TV Show,PS4,Ubisoft
Wizardry Twin Pack,PS3,Acquire
Gadget Racers (PAL),PS2,Zoo Digital Publishing
Bejeweled Blitz,PC,Mastertronic
Moe Star: Moeru Toudai Eigojuku,DS,Mirai Shounen
Peggle Nights,PC,PopCap Games
Sherlock Holmes: The Devils Daughter,XOne,Bigben Interactive
Freestyle Metal X,GC,Midway Games
Pulse Racer,X,Jaleco
Horrid Henry: Missions of Mischief,Wii,SouthPeak Games
Robotics;Notes,PSV,5p
Tegami Bachi: Kokoro Tsumugu Mono e,PSP,Konami Digital Entertainment
Azure Striker Gunvolt,3DS,Yacht Club Games
Shin Hayarigami 2,PS4,Nippon Ichi Software
Combat Flight Simulator 3: Battle for Europe,PC,Microsoft Game Studios
Spirits & Spells,GC,Wanadoo
Rogue Trooper,X,Eidos Interactive
NBA 07,PS2,Sony Computer Entertainment
Agatha Christie: Death on the Nile,PC,Big Fish Games
Clock Zero: Shuuen no Ichibyou - ExTime,PSV,Idea Factory
Antiphona no Seikahime: Tenshi no Gakufu Op.A,PSP,Nippon Ichi Software
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.2,PS3,Namco Bandai Games
Tomb Raider: Legend,PC,Eidos Interactive
Root Infinity Rexx,PSV,Idea Factory
Command & Conquer 3: Kanes Wrath,PC,Electronic Arts
Eyeshield 21: Portable Edition,PSP,Konami Digital Entertainment
Kabushiki Baibai Trainer: Kabutore! Next,DS,Konami Digital Entertainment
Dungeons 2,PS4,Kalypso Media
GoGos Crazy Bones,DS,GameMill Entertainment
Machi: Unmei no Kousaten,PSP,ChunSoft
Golden Nugget Casino DS,DS,Majesco Entertainment
Kaleidoeve,PSV,HuneX
Machi-ing Maker 4,PS3,D3Publisher
World Class Rugby 2: Kokunai Gekitou Hen 93,SNES,Misawa
Ride 2,PC,Milestone S.r.l
Ketsui Death Label,DS,Arika
SD Gundam Force,GBA,Namco Bandai Games
Mechanic Master 2,DS,Crave Entertainment
R.B.I. Baseball 2016,PS4,MLB.com
Shonen Jumps Yu-Gi-Oh! GX Card Almanac,DS,Konami Digital Entertainment
Clover no Kuni no Alice: Wonderful Wonder World,PSP,Quinrose
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 9: CR Fever Captain Harlock,PS2,D3Publisher
Myth Makers: Super Kart GP,Wii,Popcorn Arcade
Monster High 13 Wishes,3DS,Little Orbit
Canada Hunt,Wii,Virtual Play Games
GA - Geijutsuka Art Design Class: Slapstick Wonder Land,PSP,Russel
Planetarian: Chiisana Hoshi no Yume,PSP,Prototype
Roommate Asami: Okusama wa Joshikousei,PS2,Datam Polystar
Cabbage Patch Kids: The Patch Puppy Rescue,GBA,D3Publisher
Lets Dance with Mel ,X360,Black Bean Games
Pirates: Legend of the Black Buccaneer,PS2,10TACLE Studios
Ultraman Star Chronicles,PSP,Namco Bandai Games
Amagoushi no Yakata,PS2,Nippon Ichi Software
Ginga Tetsudou 999 DS,DS,Culture Brain
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.3,PS3,Namco Bandai Games
Aedis Eclipse: Generation of Chaos,PSP,Idea Factory
Franklin: A Birthday Surprise,PS2,Game Factory
Without Warning,X,Capcom
Paranormal Pursuit: The Gifted One,PC,Alawar Entertainment
Suzunone Seven: Rebirth Knot,PS2,Alchemist
"Hanayaka Kana, Ware ga Ichizoku: Tasogare Polarstar",PSP,Idea Factory
Digimon Rumble Arena,PS,Namco Bandai Games
Zoids Dash,DS,Tomy Corporation
Vitamin X Evolution Plus,PSP,D3Publisher
NEVES,DS,Ignition Entertainment
Geometry Wars 3: Dimensions Evolved,PS4,Activision
Wild West Shootout,Wii,Unknown
Rugby League Live 3,PS3,Tru Blu Entertainment
Super Speed Machines,DS,Midas Interactive Entertainment
I Doll U,PSV,Idea Factory
Final Fight: Streetwise,X,Capcom
Goblin Commander: Unleash the Horde,GC,Jaleco
Nano Diver,PSP,Takara Tomy
Elkrone no Atelier: Dear for Otomate,PSP,Idea Factory
Painkiller: Hell & Damnation,X360,Nordic Games
Mary Kings Riding School 2,Wii,Midas Interactive Entertainment
Top Gear RPM Tuning,X,Wanadoo
Memories Off: Yubikiri no Kioku,X360,5p
Dungeons - The Dark Lord,PC,Kalypso Media
Brave: The Video Game,DS,Disney Interactive Studios
Otometeki Koi Kakumei * Love Revo!! DS,DS,GungHo
Divinity: Original Sin,PC,Focus Home Interactive
Sid Meiers Civilization Revolution 2+,PSV,Take-Two Interactive
Micro Machines V4,PSP,Codemasters
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.4,PS3,Namco Bandai Games
Cross + Channel,PSP,CyberFront
Cabelas Big Game Hunter: Pro Hunts,WiiU,Activision
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Machiteba Tengoku! Makereba Jigoku! Ryoutsuryuu Ikkakusenkin Daisakusen!,DS,Namco Bandai Games
Zettai Kaikyuu Gakuen: Eden with Roses and Phantasm,PSV,Prototype
Memories Off: Yubikiri no Kikou,PSP,5p
Zero no Tsukaima: Muma ga Tsumugu Yokaze no Nocturne,PS2,Marvelous Interactive
Hurry Up Hedgehog!,DS,O-Games
L.G.S: Shinsetsu Houshinengi,PSP,Idea Factory
Battle Engine Aquila,X,Atari
Airline Tycoon,PC,Interplay
Psychedelica of the Black Butterfly,PSV,Idea Factory
Norn + Nonette: Act Tune,PSV,Idea Factory
Uchi no 3 Shimai DS,DS,Culture Brain
Discworld II: Mortality Bytes!,PS,Psygnosis
One Piece Mansion,PS,Capcom
Soul Eater: Monotone Princess,Wii,Square Enix
Just Cause,PC,Eidos Interactive
Strike Witches: Shirogane no Tsubasa,X360,CyberFront
Big Ideas VeggieTales: LarryBoy and the Bad Apple,GBA,Crave Entertainment
My Ballet Studio,DS,505 Games
Unreal Tournament 2004,PC,Atari
Metal Fight Beyblade: Choujou Kessen! Big Bang Bladers,DS,Hudson Soft
Bomberman 2,DS,Hudson Soft
Pirates of the Burning Sea,PC,Koch Media
Moujuutsukai to Oujisama,PS2,Idea Factory
Shinseiki GPX Cyber Formula: Road To The INFINITY 4,PS2,Sunrise Interactive
Cube,PSP,D3Publisher
Republique,PS4,Nippon Ichi Software
Army Men: Major Malfunction,X,Global Star
Dunamis 15,X360,5p
Root Letter,PS4,PQube
The Longest Journey,PC,Empire Interactive
Sansuu Puzzle de Migaku: Gakken Otona no Shikou Sense,DS,Gakken
Super Stardust Ultra VR,PS4,Sony Computer Entertainment
Yoake Yori Ruriiro na Portable,PSP,Kadokawa Shoten
Lost: Via Domus,PC,Ubisoft
Warhammer: The End Times - Vermintide,XOne,Games Workshop
Big Bass Fishing,PS,Take-Two Interactive
Turbo: Super Stunt Squad,PS3,D3Publisher
Reine des Fleurs,PSV,Idea Factory
Densha de Go! Shinkansen EX: Sanyou Shinkansen-hen,Wii,Taito
